Class,_RMSenergy_Mean,_Lowenergy_Mean,_Fluctuation_Mean,_Tempo_Mean,_MFCC_Mean_1,_MFCC_Mean_2,_MFCC_Mean_3,_MFCC_Mean_4,_MFCC_Mean_5,_MFCC_Mean_6,_MFCC_Mean_7,_MFCC_Mean_8,_MFCC_Mean_9,_MFCC_Mean_10,_MFCC_Mean_11,_MFCC_Mean_12,_MFCC_Mean_13,_Roughness_Mean,_Roughness_Slope,_Zero-crossingrate_Mean,_AttackTime_Mean,_AttackTime_Slope,_Rolloff_Mean,_Eventdensity_Mean,_Pulseclarity_Mean,_Brightness_Mean,_Spectralcentroid_Mean,_Spectralspread_Mean,_Spectralskewness_Mean,_Spectralkurtosis_Mean,_Spectralflatness_Mean,_EntropyofSpectrum_Mean,_Chromagram_Mean_1,_Chromagram_Mean_2,_Chromagram_Mean_3,_Chromagram_Mean_4,_Chromagram_Mean_5,_Chromagram_Mean_6,_Chromagram_Mean_7,_Chromagram_Mean_8,_Chromagram_Mean_9,_Chromagram_Mean_10,_Chromagram_Mean_11,_Chromagram_Mean_12,_HarmonicChangeDetectionFunction_Mean,_HarmonicChangeDetectionFunction_Std,_HarmonicChangeDetectionFunction_Slope,_HarmonicChangeDetectionFunction_PeriodFreq,_HarmonicChangeDetectionFunction_PeriodAmp,_HarmonicChangeDetectionFunction_PeriodEntropy
"sad","0.138","0.458","6.081","166.818","3.000","-0.197","0.343","-0.258","0.098","-0.303","-0.099","-0.241","-0.085","-0.184","-0.094","-0.214","-0.294","271.257","-0.122","857.625","0.024","-0.062","3237.046","3.742","0.086","0.340","1638.789","1838.610","2.309","9.737","0.018","0.859","0.332","1.000","0.268","0.965","0.284","0.962","0.960","0.608","0.628","0.209","0.319","0.347","0.367","0.203","-0.147","2.243","0.782","0.966"
"sad","0.049","0.640","7.335","163.412","2.425","-0.329","0.745","-0.251","0.056","0.004","0.271","-0.189","-0.088","-0.477","-0.370","-0.045","0.079","13.121","-0.322","840.375","0.131","0.106","3870.783","1.370","0.089","0.446","2140.623","2683.075","2.946","13.369","0.068","0.850","0.136","0.321","0.051","0.000","0.030","0.003","0.000","0.004","0.055","1.000","0.725","0.003","0.183","0.185","0.163","2.243","0.639","0.970"
"sad","0.159","0.528","5.636","168.642","2.448","-0.207","0.215","-0.356","-0.261","-0.250","0.044","0.083","0.100","0.123","0.079","0.031","0.041","392.964","0.120","1297.136","0.030","-0.049","7714.438","3.441","0.100","0.500","3344.198","4042.710","1.592","4.471","0.089","0.904","0.224","0.839","0.741","0.011","0.704","1.000","0.029","0.352","0.107","0.780","0.744","0.169","0.354","0.219","0.167","1.922","0.735","0.969"
"sad","0.146","0.523","5.642","76.206","2.270","-0.959","0.696","-0.418","-0.144","0.138","0.071","0.037","-0.038","0.076","0.016","0.023","0.003","536.478","-0.165","1396.308","0.032","0.113","3769.068","2.205","0.121","0.529","2240.732","2223.800","2.074","8.215","0.032","0.881","0.034","0.000","0.425","0.006","0.271","0.369","0.086","0.195","0.174","1.000","0.153","0.031","0.382","0.234","-0.038","2.691","0.760","0.969"
"sad","0.146","0.522","5.612","76.090","2.258","-0.947","0.697","-0.430","-0.122","0.116","0.089","0.019","-0.022","0.063","0.025","0.020","0.001","515.277","-0.155","1401.969","0.032","0.117","3824.183","2.138","0.118","0.531","2291.656","2342.065","2.211","9.001","0.035","0.882","0.034","0.000","0.424","0.006","0.271","0.371","0.087","0.195","0.174","1.000","0.153","0.031","0.388","0.246","-0.030","2.243","0.751","0.969"
"sad","0.114","0.518","6.493","115.638","3.341","-0.588","0.420","0.353","0.373","0.277","0.306","0.110","-0.025","0.048","-0.064","-0.008","0.039","241.256","0.126","660.731","0.024","0.003","2433.042","2.539","0.188","0.283","1402.503","1967.002","2.832","12.301","0.019","0.841","1.000","0.512","0.528","0.762","0.859","0.094","0.485","0.516","0.027","0.160","0.010","0.729","0.299","0.195","-0.014","2.243","0.799","0.965"
"sad","0.058","0.527","6.400","115.529","3.293","-0.708","0.344","0.411","0.343","0.207","0.243","0.105","-0.060","-0.046","-0.096","0.029","0.006","59.152","0.159","692.634","0.031","0.001","2605.539","2.406","0.126","0.308","1554.936","2211.973","2.904","12.550","0.030","0.848","0.723","0.494","0.440","0.572","1.000","0.142","0.639","0.641","0.065","0.402","0.017","0.717","0.298","0.194","0.067","2.691","0.793","0.962"
"sad","0.052","0.582","7.254","68.173","2.934","0.162","0.249","-0.034","0.311","0.112","0.197","-0.002","-0.105","0.354","0.059","0.193","0.132","56.706","0.033","632.292","0.024","0.070","5343.578","1.504","0.232","0.342","2191.822","3093.431","1.843","5.559","0.038","0.858","0.251","0.819","0.019","0.817","0.072","0.657","0.149","0.063","0.273","0.650","1.000","0.646","0.342","0.247","-0.042","0.464","0.692","0.970"
"sad","0.230","0.549","5.453","103.375","2.584","0.234","0.300","-0.263","-0.090","-0.119","0.086","0.168","0.232","0.101","-0.028","-0.143","-0.089","1323.155","0.240","1025.897","0.021","-0.129","6289.315","3.542","0.278","0.424","2946.910","4084.137","1.992","6.317","0.138","0.893","0.714","0.145","0.881","0.988","0.675","0.988","0.171","0.509","0.118","1.000","0.598","0.382","0.367","0.182","-0.027","0.841","0.795","0.965"
"sad","0.176","0.613","7.032","137.497","2.014","-0.170","0.119","0.129","0.402","0.263","0.028","-0.318","-0.254","-0.056","0.098","0.027","0.100","650.816","0.049","1369.500","0.026","-0.079","6371.347","2.071","0.242","0.496","2844.799","3060.586","1.330","3.820","0.025","0.898","0.277","0.635","0.109","0.529","0.408","0.108","0.176","0.206","1.000","0.435","0.630","0.688","0.388","0.205","-0.125","1.223","0.779","0.971"
"sad","0.176","0.572","7.835","97.748","3.039","0.808","0.550","0.196","0.080","0.084","0.099","0.127","-0.037","-0.085","0.034","-0.009","-0.013","535.701","-0.244","595.045","0.034","0.025","6397.275","2.005","0.263","0.344","2433.463","3498.210","1.774","5.197","0.042","0.856","0.025","0.001","0.009","0.014","0.025","0.630","0.431","0.527","1.000","0.025","0.407","0.003","0.302","0.247","0.029","0.538","0.626","0.963"
"sad","0.052","0.491","10.012","114.614","3.385","-1.347","0.670","0.568","0.029","-0.043","0.089","-0.232","-0.621","-0.210","-0.196","0.172","-0.171","11.052","-0.284","843.189","0.036","0.188","2320.749","1.470","0.142","0.419","1507.039","1410.277","2.656","14.693","0.010","0.834","0.530","0.034","1.000","0.035","0.647","0.730","0.026","0.253","0.001","0.587","0.172","0.009","0.321","0.240","-0.222","2.243","0.717","0.954"
"sad","0.155","0.544","7.060","163.456","2.355","-0.492","0.207","-0.147","0.062","-0.024","0.177","0.172","0.196","-0.194","-0.162","-0.078","-0.102","647.591","0.034","1222.808","0.030","0.064","5312.372","3.174","0.225","0.471","2625.121","3156.712","1.894","6.119","0.043","0.896","0.381","0.237","0.324","0.039","0.431","0.140","0.338","0.697","0.404","1.000","0.247","0.745","0.358","0.149","0.038","1.035","0.857","0.963"
"sad","0.191","0.577","7.858","164.080","3.403","-0.445","0.698","-0.191","-0.034","0.095","0.110","0.254","0.016","-0.028","-0.309","-0.245","-0.390","522.966","0.208","663.179","0.025","0.005","2963.717","2.773","0.125","0.306","1677.493","2429.418","2.566","9.677","0.029","0.851","0.039","0.034","0.394","0.027","1.000","0.575","0.035","0.179","0.734","0.698","0.047","0.116","0.353","0.183","-0.085","1.223","0.775","0.968"
"sad","0.023","0.574","9.466","92.746","3.248","-0.104","0.329","-0.289","-0.087","0.183","0.116","-0.102","0.046","-0.066","0.043","0.052","-0.233","10.175","-0.101","866.088","0.033","-0.083","6113.474","1.527","0.045","0.384","2801.079","4002.397","2.050","6.273","0.124","0.868","0.028","0.000","0.654","0.000","0.852","0.007","0.275","0.007","0.000","1.000","0.159","0.033","0.269","0.218","0.027","0.354","0.596","0.966"
"sad","0.070","0.565","8.010","122.246","2.146","0.758","0.599","-0.084","0.044","0.155","-0.094","0.123","-0.127","-0.195","0.022","0.124","0.115","91.922","-0.089","713.064","0.025","0.084","6614.815","1.671","0.148","0.466","2905.233","3533.083","1.592","5.080","0.091","0.879","0.000","0.296","0.139","0.000","0.046","0.001","0.538","1.000","0.279","0.073","0.037","0.593","0.410","0.263","0.013","1.922","0.719","0.973"
"sad","0.223","0.546","6.073","155.885","2.747","-0.198","0.083","0.032","0.056","0.026","-0.014","0.111","0.017","-0.081","-0.014","-0.123","-0.058","1344.517","-0.043","1100.559","0.023","0.005","7021.485","2.706","0.269","0.430","2963.739","3905.698","1.708","4.872","0.068","0.895","0.946","0.079","0.818","0.569","0.080","0.985","0.156","1.000","0.819","0.149","0.774","0.196","0.381","0.200","0.014","1.495","0.772","0.966"
"sad","0.106","0.559","7.986","104.271","2.774","0.100","0.993","0.176","0.029","-0.245","0.066","0.039","0.248","0.128","-0.074","0.000","0.164","254.121","0.344","716.145","0.022","-0.175","4724.099","3.241","0.222","0.391","2372.562","3458.649","2.190","7.224","0.062","0.874","0.359","0.005","0.021","0.000","0.328","0.631","0.140","0.317","0.292","1.000","0.398","0.915","0.311","0.161","0.072","1.922","0.823","0.966"
"sad","0.136","0.650","7.496","148.779","3.429","0.717","0.452","-0.021","0.144","0.088","-0.045","0.333","0.115","0.175","-0.007","0.154","0.284","201.434","-0.035","481.237","0.078","-0.032","5739.923","0.936","0.325","0.309","2304.079","3509.857","2.060","6.435","0.057","0.845","0.214","0.091","0.058","0.188","0.373","0.001","0.217","0.108","1.000","0.980","0.187","0.703","0.324","0.191","-0.025","1.495","0.742","0.970"
"sad","0.096","0.639","5.918","114.380","2.339","-0.283","0.615","-0.006","0.501","-0.261","-0.027","0.091","0.295","0.049","0.049","0.205","0.136","224.485","0.261","879.454","0.025","-0.068","4019.706","1.303","0.243","0.416","2032.466","2470.576","2.288","9.361","0.043","0.871","0.000","0.080","0.309","0.000","0.074","0.044","0.000","0.247","0.044","1.000","0.548","0.001","0.284","0.173","0.144","1.495","0.737","0.963"
"sad","0.089","0.510","6.718","138.783","2.674","-0.600","0.235","0.133","0.498","0.193","0.217","0.118","-0.144","-0.077","0.261","0.355","0.060","220.103","0.373","894.240","0.025","-0.130","3958.535","3.241","0.077","0.390","2097.522","2760.741","2.385","8.918","0.049","0.871","0.115","0.130","0.225","0.000","0.290","0.017","0.012","0.044","0.002","1.000","0.041","0.044","0.348","0.197","0.059","0.673","0.733","0.976"
"sad","0.052","0.575","7.544","103.858","1.908","-0.076","-0.100","-0.373","-0.023","0.119","-0.033","0.023","-0.142","-0.179","-0.297","-0.079","0.003","50.360","0.037","1356.429","0.047","0.230","8321.616","1.169","0.269","0.605","3844.218","3689.618","1.081","3.268","0.079","0.905","1.000","0.019","0.097","0.035","0.005","0.092","0.000","0.982","0.002","0.010","0.245","0.035","0.329","0.257","-0.089","0.792","0.692","0.967"
"sad","0.045","0.618","6.554","175.336","1.805","0.544","0.150","-0.049","0.148","0.122","0.175","0.152","-0.126","-0.171","0.057","0.069","0.049","51.816","0.139","1507.867","0.031","0.129","9348.102","2.873","0.315","0.579","4098.821","4221.801","0.970","2.840","0.101","0.918","0.556","0.055","0.283","0.293","0.054","0.360","0.015","0.302","1.000","0.301","0.436","0.183","0.363","0.192","0.003","1.495","0.812","0.967"
"sad","0.073","0.630","7.822","160.739","2.181","0.045","0.531","0.102","0.013","-0.173","-0.128","0.218","0.165","0.101","0.046","0.106","0.006","114.209","0.122","1094.231","0.047","-0.069","6853.846","1.671","0.059","0.517","3034.670","3492.533","1.558","4.813","0.082","0.898","0.056","0.082","0.008","0.071","0.445","0.620","0.805","1.000","0.170","0.231","0.001","0.101","0.359","0.222","-0.003","0.841","0.741","0.965"
"sad","0.044","0.582","6.168","183.367","2.620","0.894","0.714","0.242","0.461","0.309","-0.039","0.129","0.070","0.149","0.164","-0.003","-0.064","42.838","0.178","558.563","0.040","0.003","4816.519","2.071","0.136","0.334","2017.415","2851.902","2.038","7.105","0.054","0.834","0.526","0.062","0.017","0.028","0.029","0.385","0.000","1.000","0.409","0.162","0.345","0.000","0.301","0.215","0.167","2.691","0.685","0.963"
"sad","0.110","0.622","7.863","187.003","2.810","0.406","0.311","0.098","0.038","-0.223","-0.146","-0.042","0.215","0.243","0.164","0.029","0.275","223.159","-0.249","595.627","0.046","-0.159","5155.646","1.604","0.158","0.365","2313.335","3169.557","2.071","6.943","0.049","0.856","0.326","0.000","0.246","0.072","0.219","0.034","0.029","1.000","0.320","0.398","0.444","0.016","0.330","0.219","-0.143","1.682","0.721","0.964"
"sad","0.110","0.622","7.863","187.003","2.810","0.406","0.311","0.098","0.038","-0.223","-0.146","-0.042","0.215","0.243","0.164","0.029","0.275","223.159","-0.249","595.627","0.046","-0.159","5155.646","1.604","0.158","0.365","2313.335","3169.557","2.071","6.943","0.049","0.856","0.326","0.000","0.246","0.072","0.219","0.034","0.029","1.000","0.320","0.398","0.444","0.016","0.330","0.219","-0.143","1.682","0.721","0.964"
"sad","0.246","0.605","6.965","106.127","2.504","0.010","0.531","-0.022","0.110","0.214","0.104","-0.049","-0.045","-0.069","-0.184","-0.049","0.111","1187.979","0.004","872.461","0.031","0.059","4902.988","2.673","0.264","0.399","2260.706","2994.811","1.979","6.615","0.045","0.875","0.137","0.683","0.308","0.054","0.246","0.044","0.423","0.846","0.665","0.451","0.541","1.000","0.371","0.183","0.146","0.897","0.779","0.969"
"sad","0.205","0.517","5.754","136.335","2.151","-0.397","1.109","-0.035","0.210","0.063","0.252","0.004","0.059","0.126","-0.085","-0.029","-0.044","702.507","0.062","948.788","0.028","-0.001","3905.227","3.308","0.073","0.499","2113.413","2254.117","1.899","7.180","0.018","0.882","0.134","0.001","0.143","0.243","0.166","0.504","0.259","0.982","1.000","0.416","0.614","0.183","0.300","0.177","0.112","0.641","0.725","0.967"
"sad","0.122","0.531","6.383","151.399","2.969","-0.848","0.196","-0.481","-0.044","-0.168","-0.007","-0.047","-0.093","-0.029","0.037","0.057","0.175","390.078","0.429","1125.018","0.034","-0.084","3133.207","3.174","0.173","0.382","1766.095","1990.390","2.565","10.847","0.019","0.867","0.313","0.295","0.960","0.270","0.777","0.236","0.492","1.000","0.372","0.857","0.164","0.980","0.338","0.219","-0.079","1.682","0.707","0.969"
"sad","0.144","0.604","8.417","187.111","2.182","1.152","0.757","0.123","0.434","0.619","0.326","0.175","-0.055","0.147","-0.011","-0.048","-0.151","367.476","0.142","601.605","0.025","-0.170","5762.529","2.071","0.186","0.391","2376.672","3107.766","1.675","5.394","0.044","0.850","0.046","0.000","0.247","0.066","0.076","0.304","0.013","0.335","0.204","1.000","0.698","0.027","0.379","0.231","-0.140","1.922","0.749","0.969"
"sad","0.105","0.585","9.276","124.133","2.669","0.985","0.155","0.016","0.454","0.030","0.329","0.103","0.248","0.099","0.216","0.268","0.295","82.101","-0.111","751.761","0.046","0.047","6420.596","1.136","0.051","0.383","2638.893","3490.444","1.619","4.796","0.059","0.868","0.475","0.002","0.355","0.111","0.055","0.082","0.085","0.602","0.960","0.826","1.000","0.053","0.419","0.238","0.029","1.922","0.769","0.968"
"sad","0.121","0.565","7.330","175.096","3.928","0.233","0.282","0.317","0.214","-0.105","-0.145","0.230","0.359","-0.089","0.249","0.031","-0.138","236.450","0.004","579.226","0.030","0.063","2930.787","1.871","0.284","0.239","1700.433","2940.725","2.696","9.838","0.044","0.836","0.741","0.141","0.609","0.142","0.339","0.138","1.000","0.775","0.218","0.460","0.068","0.646","0.322","0.235","0.070","1.682","0.669","0.964"
"sad","0.053","0.604","6.453","104.620","5.354","-0.939","0.148","-0.683","-0.494","-0.195","0.130","0.243","0.208","-0.384","-0.433","-0.152","0.098","31.732","-0.099","642.099","0.045","0.102","1403.401","1.169","0.191","0.122","965.294","1075.465","6.901","76.619","0.014","0.771","0.000","0.195","0.030","0.737","0.000","0.501","0.983","0.000","0.414","0.000","1.000","0.179","0.433","0.299","0.003","0.841","0.703","0.966"
"sad","0.097","0.542","15.547","65.153","1.955","-0.309","1.096","0.213","0.281","0.152","0.117","0.188","0.209","0.307","-0.048","-0.098","-0.207","133.067","-0.331","1084.424","0.045","0.075","3780.171","1.403","0.064","0.504","1991.208","1892.030","1.493","5.875","0.014","0.855","0.076","0.137","0.361","0.350","0.123","0.569","1.000","0.672","0.004","0.001","0.289","0.008","0.265","0.214","-0.051","1.495","0.677","0.969"
"sad","0.080","0.527","4.931","161.241","2.167","-0.242","0.314","-0.204","0.124","-0.030","0.035","-0.089","0.026","0.129","0.067","0.144","0.219","167.346","-0.126","1360.309","0.023","0.031","4834.667","3.876","0.095","0.495","2449.937","2617.857","1.819","6.545","0.043","0.891","0.724","0.034","0.832","0.058","0.121","0.053","0.065","0.472","0.143","0.817","0.331","1.000","0.302","0.197","-0.054","2.243","0.726","0.970"
"sad","0.168","0.609","6.495","100.960","2.440","-0.128","0.547","0.098","0.296","0.071","0.055","0.056","-0.050","-0.155","-0.128","-0.106","-0.054","341.447","0.140","1159.136","0.033","-0.006","6597.593","2.172","0.081","0.470","2951.012","3748.017","1.726","5.072","0.063","0.895","0.030","0.191","0.319","0.238","0.686","0.530","0.853","0.828","0.121","1.000","0.721","0.224","0.313","0.193","0.058","0.538","0.687","0.965"
"sad","0.131","0.552","10.261","151.685","1.708","0.729","0.831","0.334","0.258","0.080","0.111","0.171","0.356","0.169","0.012","-0.100","-0.119","266.970","0.382","889.745","0.032","-0.355","7975.171","2.673","0.239","0.495","3221.866","3749.402","1.150","3.264","0.055","0.889","0.016","0.073","0.558","0.851","0.469","1.000","0.237","0.051","0.024","0.005","0.061","0.016","0.325","0.189","0.055","1.495","0.751","0.967"
"sad","0.309","0.489","5.484","111.469","2.490","-0.070","0.535","0.097","0.236","0.116","0.152","0.239","0.050","-0.015","-0.286","-0.187","-0.074","1507.010","0.120","878.655","0.023","0.007","4131.494","4.444","0.096","0.406","1976.046","2278.319","1.703","5.496","0.015","0.870","0.340","0.009","0.882","0.174","0.160","0.152","1.000","0.965","0.102","0.765","0.246","0.149","0.265","0.173","0.050","2.691","0.736","0.965"
"sad","0.024","0.546","6.502","108.972","2.796","-0.371","-0.199","-0.308","0.145","0.196","0.200","0.081","0.221","-0.184","-0.178","0.059","-0.052","12.698","0.208","1002.486","0.035","-0.240","4580.558","2.639","0.231","0.380","2253.682","2774.750","2.163","7.703","0.059","0.876","0.007","0.160","0.094","0.094","0.192","0.008","0.512","0.318","0.074","0.523","0.251","1.000","0.375","0.213","-0.091","1.922","0.786","0.964"
"sad","0.057","0.573","5.797","182.168","2.695","-0.666","0.094","-0.169","0.248","0.246","0.571","0.601","0.188","-0.278","-0.058","-0.052","-0.222","59.289","0.044","834.198","0.064","-0.385","3362.376","0.535","0.029","0.373","1791.116","2298.725","2.257","8.247","0.023","0.851","0.222","0.206","0.008","0.451","0.008","0.326","0.172","0.133","1.000","0.033","0.483","0.000","0.331","0.196","-0.051","1.223","0.742","0.974"
"sad","0.097","0.565","6.657","104.424","2.632","0.081","0.684","-0.157","0.181","0.151","0.148","0.104","0.187","0.082","-0.221","-0.123","-0.129","222.960","-0.159","678.464","0.026","0.081","3824.793","2.974","0.238","0.365","1784.547","2201.601","1.840","6.155","0.013","0.858","0.396","0.224","0.979","0.202","0.229","0.633","0.033","0.611","0.073","1.000","0.381","0.055","0.394","0.230","0.044","1.346","0.743","0.965"
"sad","0.125","0.601","8.618","102.582","1.676","0.759","0.714","0.081","-0.018","-0.012","-0.265","0.040","0.539","0.090","0.208","0.147","0.014","196.580","0.056","1378.808","0.038","0.000","6078.356","1.637","0.367","0.501","2820.171","3115.083","1.340","4.297","0.046","0.884","0.268","0.009","0.039","0.296","0.545","0.495","0.368","0.004","0.112","0.635","1.000","0.948","0.330","0.238","0.294","1.682","0.733","0.961"
"sad","0.212","0.534","5.555","67.947","2.670","0.108","0.535","0.150","0.032","0.266","0.098","-0.056","-0.168","-0.078","-0.174","-0.179","-0.044","842.403","0.121","741.720","0.026","0.072","5099.269","3.274","0.103","0.386","2193.296","2859.116","1.857","5.921","0.036","0.872","0.398","0.024","0.186","0.091","0.136","0.538","0.135","1.000","0.128","0.842","0.238","0.069","0.377","0.234","-0.040","2.243","0.728","0.967"
"sad","0.092","0.579","7.516","132.049","2.419","-0.350","0.359","0.319","0.436","0.474","0.319","0.043","0.008","-0.006","-0.081","-0.035","-0.015","143.049","0.123","910.758","0.032","0.031","3808.622","3.441","0.315","0.394","1835.424","2022.997","1.706","5.842","0.014","0.864","0.837","0.506","0.661","1.000","0.491","0.043","0.071","0.156","0.206","0.149","0.389","0.260","0.340","0.166","-0.092","2.243","0.814","0.968"
"sad","0.060","0.506","23.475","76.362","0.660","-0.465","-0.870","-1.093","0.262","-0.728","-0.936","-0.661","-0.249","0.393","0.494","0.129","-0.024","33.358","-0.027","1641.289","0.038","0.126","5536.178","2.706","0.158","0.595","3024.213","2317.550","0.943","3.470","0.019","0.873","1.000","0.000","0.299","0.084","0.450","0.630","0.000","0.001","0.000","0.000","0.111","0.000","0.284","0.274","0.129","0.961","0.562","0.967"
"sad","0.095","0.578","5.608","87.870","3.624","-0.365","0.824","-0.120","0.222","0.196","-0.047","-0.392","-0.460","-0.319","-0.196","0.121","0.250","145.312","0.196","599.490","0.036","-0.002","2475.288","1.838","0.171","0.281","1471.618","2048.426","3.338","16.218","0.028","0.819","0.103","0.000","1.000","0.000","0.198","0.331","0.000","0.227","0.000","0.273","0.000","0.024","0.329","0.245","0.082","1.121","0.674","0.975"
"sad","0.025","0.675","10.230","156.274","3.863","0.551","1.161","-0.014","0.082","-0.165","0.109","0.098","0.093","0.451","0.242","0.051","0.337","3.410","0.078","329.100","0.121","-0.277","1977.879","0.234","0.226","0.178","1121.597","2046.077","3.831","20.254","0.038","0.793","0.420","0.000","0.171","0.090","0.407","0.131","0.460","1.000","0.484","0.547","0.006","0.050","0.327","0.253","0.069","2.243","0.666","0.963"
"sad","0.102","0.531","5.942","103.733","2.790","-1.359","0.585","0.222","0.216","0.204","0.324","0.227","0.085","0.041","-0.114","0.113","-0.159","255.562","0.070","1157.304","0.043","-0.011","2811.198","2.138","0.084","0.463","1697.272","1448.315","1.988","9.326","0.008","0.863","0.259","0.256","0.312","0.177","0.114","0.106","0.407","0.037","0.258","0.360","1.000","0.739","0.301","0.184","-0.138","0.673","0.722","0.969"
"sad","0.106","0.552","6.569","72.148","2.336","0.106","0.861","0.121","0.363","-0.050","-0.072","-0.058","0.027","-0.039","-0.068","-0.010","-0.010","242.898","0.109","1183.162","0.027","-0.011","4415.947","2.406","0.096","0.447","2147.237","2361.127","1.577","5.127","0.018","0.883","0.903","0.526","0.672","0.296","0.424","0.568","0.690","0.900","0.853","1.000","0.949","0.738","0.374","0.197","-0.088","2.243","0.800","0.967"
"sad","0.151","0.603","7.256","86.176","2.980","0.044","0.224","0.094","0.172","0.286","0.011","0.125","0.042","0.082","-0.021","0.079","0.161","363.952","-0.023","614.709","0.038","0.258","5974.560","1.303","0.184","0.344","2313.736","3292.479","1.811","5.338","0.040","0.865","0.260","0.636","0.072","0.120","0.062","0.055","0.042","0.227","1.000","0.726","0.503","0.587","0.319","0.189","-0.000","0.538","0.772","0.963"
"sad","0.033","0.579","8.254","177.700","2.663","-0.124","0.095","-0.283","0.130","0.131","-0.004","0.339","0.200","0.104","-0.020","0.205","0.171","15.361","-0.114","1265.716","0.032","-0.053","7918.226","2.038","0.261","0.485","3264.430","3741.589","1.410","4.012","0.091","0.894","0.856","0.015","0.021","0.167","0.422","0.000","0.227","0.422","0.212","0.654","0.151","1.000","0.351","0.235","-0.115","2.691","0.741","0.966"
"sad","0.107","0.492","7.463","153.233","1.733","1.068","0.567","0.110","0.296","-0.129","0.110","0.266","0.010","0.308","0.157","0.137","0.062","288.278","0.243","1087.954","0.023","0.015","7369.339","3.943","0.118","0.553","3435.854","3575.284","1.116","3.406","0.063","0.894","0.013","0.000","0.173","0.031","0.001","0.051","0.526","1.000","0.052","0.618","0.015","0.000","0.393","0.224","-0.028","2.243","0.781","0.971"
"sad","0.094","0.601","7.312","182.164","2.865","0.525","0.373","-0.041","0.106","-0.075","0.191","0.271","0.367","0.216","0.338","0.008","0.031","151.488","-0.272","564.840","0.037","-0.076","5053.111","2.138","0.278","0.351","2229.643","3094.064","2.012","6.548","0.048","0.849","0.000","0.396","0.010","0.048","0.001","0.012","0.135","0.008","1.000","0.388","0.003","0.166","0.316","0.215","0.051","0.585","0.693","0.968"
"sad","0.205","0.517","5.754","136.335","2.151","-0.397","1.109","-0.035","0.210","0.063","0.252","0.004","0.059","0.126","-0.085","-0.029","-0.044","702.507","0.062","948.788","0.028","-0.001","3905.227","3.308","0.073","0.499","2113.413","2254.117","1.899","7.180","0.018","0.882","0.134","0.001","0.143","0.243","0.166","0.504","0.259","0.982","1.000","0.416","0.614","0.183","0.300","0.177","0.112","0.641","0.725","0.967"
"sad","0.083","0.522","6.723","103.759","2.452","0.256","0.371","0.139","0.404","0.232","0.028","0.071","0.055","-0.120","0.393","0.261","0.177","88.762","0.004","1106.153","0.024","-0.149","10562.751","2.807","0.045","0.540","4206.569","4611.590","0.999","2.634","0.088","0.900","0.025","0.001","0.008","0.000","0.260","0.032","0.028","0.409","0.168","1.000","0.181","0.108","0.352","0.200","-0.023","2.243","0.799","0.965"
"sad","0.064","0.588","7.704","101.169","2.334","0.465","0.447","-0.362","0.249","-0.066","-0.124","0.384","0.134","0.250","0.098","0.147","0.078","49.544","0.177","1003.036","0.055","-0.006","5730.145","1.504","0.107","0.448","2641.229","3176.303","1.790","5.954","0.065","0.869","0.121","0.014","0.044","0.021","0.133","0.167","1.000","0.748","0.111","0.178","0.003","0.224","0.333","0.232","0.013","1.922","0.712","0.969"
"angry","0.135","0.578","4.880","163.585","1.697","0.358","0.591","0.474","0.125","0.200","0.190","0.061","0.013","0.039","0.073","-0.064","0.020","356.833","-0.071","846.186","0.025","-0.058","7224.032","2.172","0.245","0.456","2813.207","3445.438","1.168","3.134","0.029","0.869","0.032","0.000","0.006","0.005","0.142","0.000","0.001","0.222","0.199","1.000","0.122","0.062","0.236","0.133","0.128","2.691","0.815","0.970"
"angry","0.182","0.672","6.116","100.376","2.557","0.339","0.320","0.086","0.144","0.001","0.228","-0.014","0.167","0.128","0.062","0.035","0.090","518.076","0.098","319.127","0.026","0.285","4161.228","0.768","0.306","0.312","1683.139","2373.015","1.853","5.906","0.020","0.836","0.022","0.141","1.000","0.191","0.007","0.000","0.000","0.125","0.017","0.748","0.207","0.000","0.198","0.104","0.071","2.243","0.822","0.971"
"angry","0.087","0.590","5.774","134.806","2.275","0.054","0.379","-0.054","0.116","0.026","0.070","-0.028","0.017","-0.086","-0.014","0.006","-0.035","254.987","0.257","759.120","0.030","-0.086","5308.103","2.105","0.139","0.448","2351.950","2639.718","1.384","4.012","0.014","0.882","0.000","0.000","0.059","0.002","0.015","0.000","0.198","0.071","0.130","1.000","0.003","0.389","0.272","0.183","-0.120","3.364","0.696","0.970"
"angry","0.431","0.302","7.311","153.212","0.634","0.173","0.152","0.069","0.124","0.069","0.094","0.102","0.073","-0.024","-0.037","-0.009","0.069","644.802","-0.032","1112.231","0.025","-0.042","10125.421","3.375","0.190","0.671","4730.491","4310.437","0.669","2.331","0.145","0.920","0.246","0.177","0.159","0.097","0.078","0.076","0.047","0.852","1.000","0.756","0.588","0.317","0.224","0.160","-0.023","2.691","0.726","0.968"
"angry","0.217","0.541","4.744","125.005","2.473","-0.218","0.259","0.147","0.282","0.227","0.094","-0.065","-0.018","0.072","0.064","-0.033","0.042","1382.163","0.051","725.036","0.021","-0.013","5200.521","5.680","0.451","0.407","2353.063","3069.173","1.967","6.580","0.043","0.879","0.024","0.000","0.001","0.041","0.574","0.000","0.000","0.104","0.042","1.000","0.158","0.036","0.302","0.138","0.161","1.922","0.871","0.967"
